artist,origin,school,art_movement,FirstYear,LastYear,Places
Albertus Pieterse,West,,,,,
Johannes Frans de Backer,West,,,,,
Londersdeel,West,,,,,
Jacob Bruynel,West,,,,,
H. de Cocq,West,,,,,
Derk van Essen,West,,,,,
Gustaaf Oosterhuis,West,,,,,
Friedrich Julius von Kolkow,West,,,,,
P. Vlaanderen & C. van der Aa,West,,,,,
Pieter Holmes,West,,,,,
D. van den Bremden,West,,,,,
William Horatio Harfield,West,,,,,
Viehoff & Mathiessen,West,,,,,
F. Martin,West,,,,,
Maria de Haan,West,,,,,
Evert Simonsz Hamersvelt,West,,,,,
William Tant,West,,,,,
Pieter van der Hoeven,West,,,,,
Peter I de Grote (tsaar van Rusland),West,,,,,
P. Langweer,West,,,,,
Jean Baptiste Simon,West,,,,,
Louis Lecoeur,West,,,,,
Robertus de Mol,West,,,,,
B. Muller,West,,,,,
Jean-Étienne Lebel,West,,,,,
Floris Croese,West,,,,,
Pierre Antoine Quillard,West,,,,,
Hidemasa,West,,,,,
Shiomi Masanari,West,,,,,
Charles Gaudin,West,,,,,
Howie Jr.,West,,,,,
Charles Louis Chevalier,West,,,,,
W.P. Beck,West,,,,,
D.F. Millet,West,,,,,
Bracher,West,,,,,
Littlefield,West,,,,,
F. Track,West,,,,,
Andrea di Leone,West,,,,,
Vau...ons,West,,,,,
Monogrammist DB (schilder),West,,,,,
Pieter Joseph Sauvage,West,,,,,
George Chinnery,West,,,,,
Barend Leonardus Hendriks,West,,,,,
Louis Storm van 's-Gravensande,West,,,,,
Gerrit van Santen,West,,,,,
Pierre Joseph Gauthier,West,,,,,
Binger & Cie,West,,,,,
International News Photos,West,,,,,
Friedrich Bruckmann,West,,,,,
Jacobus de Caluwe,West,,,,,
Dirk Ouderogge,West,,,,,
Dirk van de Goorbergh,West,,,,,
Daniel Garnier,West,,,,,
Tielman Sluyter,West,,,,,
Meinardus Warren,West,,,,,
P. Mars & Co.,West,,,,,
Johann Wilhelm Böttner,West,,,,,
Michiel Esselbeek,West,,,,,
Thomas Bogaert,West,,,,,
weduwe Johan Henrich Thyl,West,,,,,
Lykele Stevens Hoornstra,West,,,,,
Cornelis van Dijck,West,,,,,
Thijmen van Leeuwen,West,,,,,
Jan Lanckhorst,West,,,,,
Scholte Janssen (II),West,,,,,
Reynier Hendriksz. van Hassel,West,,,,,
Willem Burger,West,,,,,
David da Costa Dias,West,,,,,
Firma Gédéon Ducommun,West,,,,,
Josh. Martineau Senr.,West,,,,,
Carl Chasté,West,,,,,
William Gib,West,,,,,
Andreas Zelling,West,,,,,
Guillaume Nourrisson,West,,,,,
Firma Dutertre,West,,,,,
William Storey,West,,,,,
Perrin Frères,West,,,,,
Charles Oudin,West,,,,,
Firma Romilly,West,,,,,
Firma Newell,West,,,,,
Alonso Berruguete,West,,,,,
Monogrammist AWG,West,,,,,
Clarke & Dunster,West,,,,,
John Markwick,West,,,,,
G. Schiebaan,West,,,,,
Herman Stafhell & Co,West,,,,,
Joannes Loots,West,,,,,
Louis Lucas,West,,,,,
Giovanni Volpato,West,,,,,
Burkhard,West,,,,,
Cornelis Danckerts,West,,,,,
Matsukawa Hanzan,West,,,,,
Chikushin,West,,,,,
Charmis,West,,,,,
Joseph Jessurun de Mesquita,West,,,,,
Mano Gyotei,West,,,,,
William Baillie,West,,,,,
W.K. Rees,West,,,,,
Amstelhoek,West,,,,,
Tegel- en Fayencefabriek Amphora,West,,,,,
Jean Sena,West,,,,,
Laurent Jansz Micker,West,,,,,
Joseph Swaab,West,,,,,
Cornelis Koen,West,,,,,
Jacob Elias La Fargue,West,,,,,
Abraham Effemans,West,,,,,
Daniel de Savoye,West,,,,,
weduwe Jan Dóll,West,,,,,
Battista Angolo del Moro,West,,,,,
Johannes Olivier,West,,,,,
Frederik Sleuman,West,,,,,
Hendrik Lijnslager,West,,,,,
Jacobus Held,West,,,,,
Jean George Teissier,West,,,,,
Cornelia Muys,West,,,,,
Utagawa Sadafusa,West,,,,,
Madonoya,West,,,,,
LB,West,,,,,
Jan Jansz (werkzaam 1597-1629),West,,,,,
Albert Poel,West,,,,,
Jan van de Sande,West,,,,,
Claude Gournay,West,,,,,
Monogrammist WR,West,,,,,
Monogrammist AB (17e eeuw),West,,,,,
Johann Hainzelmann,West,,,,,
Utagawa Yoshitaki,West,,,,,
Gilich Kilian Proger,West,,,,,
Monogrammist HFG,West,,,,,
Monogrammist RB,West,,,,,
Monogrammist HN,West,,,,,
Giovanni Andrea Maglioli,West,,,,,
Oberkommando der Wehrmacht,West,,,,,
J.G. Parks,West,,,,,
Emma Kirchner,West,,,,,
G. Ninci & C,West,,,,,
Architectural Photographic Association,West,,,,,
John Murray (fotograaf),West,,,,,
Charles Soulier,West,,,,,
Benjamin Brecknell Turner,West,,,,,
Jan van Hilten,West,,,,,
Otsu Matahei,West,,,,,
Pierre Nolin,West,,,,,
G. Dreyfus,West,,,,,
Willem Tichelaer,West,,,,,
Jacob Cats (1577-1660),West,,,,,
Johan van Oldenbarnevelt,West,,,,,
Urlin & Beckley's Picture Gallery,West,,,,,
The Rotograph Co.,West,,,,,
Franz Christian Waldherr,West,,,,,
Johann Christoph Haselmeyer,West,,,,,
Monogrammist SWS,West,,,,,
Albert Hahn (I),West,,,,,
August Falise,West,,,,,
Th. Kort,West,,,,,
Hans Hinrich Rundt,West,,,,,
John Cawse,West,,,,,
Monogrammist MBVL,West,,,,,
Louis Huguet,West,,,,,
Gustaaf Adolf Mögle,West,,,,,
Vermeulen,West,,,,,
César Mitkiewicz,West,,,,,
Agostino Masucci,West,,,,,
Johan Christian Clausen Dahl,West,,,,,
Utagawa Sadahiro,West,,,,,
P.A. de Saint Hilaire Mallet,West,,,,,
François Aubertin,West,,,,,
J. Abraham Rietkessler,West,,,,,
Constant Alexandre Famin,West,,,,,
Giacomo Caneva,West,,,,,
Vincennes,West,,,,,
Wehrmacht,West,,,,,
Petrus Regout,West,,,,,
A. Helders Jan & Mars,West,,,,,
Thomas Cole,West,,,,,
Willem de Rots,West,,,,,
John Henry Dearle,West,,,,,
Romanus Dominicusz van Wesel,West,,,,,
Fa. Elkington & Co.,West,,,,,
Matthias von Kinkelbach Quad,West,,,,,
Libreria Spithöver,West,,,,,
F. Criep,West,,,,,
H Lowenstam,West,,,,,
I.H. Hoffmeister,West,,,,,
F Sieberg,West,,,,,
F. Kayser,West,,,,,
Günter,West,,,,,
Augustus Welby Northmore Pugin,West,,,,,
Jan Verbruggen,West,,,,,
Anton Eisenhoit,West,,,,,
Monogrammist LBM (prentmaker),West,,,,,
Monogrammist GVL,West,,,,,
Philippe de Lasalle,West,,,,,
Wilhelmus ten Rhijne,West,,,,,
Paul Rink,West,,,,,
August Diepenbach,West,,,,,
Monogrammist AVS,West,,,,,
Jan Amelisz,West,,,,,
H Ekama,West,,,,,
G Sarolides,West,,,,,
Mme. Hulin,West,,,,,
Floris van Egmond,West,,,,,
Joannes van den Sande,West,,,,,
Monogrammist LH (Nederlanden),West,,,,,
Erich Heermann,West,,,,,
Pieter Gerardus Bernhard,West,,,,,
Wedgwood,West,,,,,
Pieter de Cracht,West,,,,,
Juan Bautista Romero,West,,,,,
Loisel,West,,,,,
H.C. Mêgert,West,,,,,
Lambert Hopfer,West,,,,,
Ruurt de Vries,West,,,,,
Claude Duflos,West,,,,,
Johannes Ammann,West,,,,,
Jakob Wilhelm Heckenauer,West,,,,,
Johannes Allart,West,,,,,
Jan Bruyn (schrijver),West,,,,,
Christianus Petrus Eliza Robidé van der Aa,West,,,,,
Horatius,West,,,,,
Kazusada,West,,,,,
Jean Daullé,West,,,,,
Charles Louis Simonneau,West,,,,,
Johann Gotthard Müller,West,,,,,
Géruzet Freres,West,,,,,
Monogrammist L. de S.,West,,,,,
Monogrammist DO,West,,,,,
Pierre Vallet,West,,,,,
Georg Daniel Heumann,West,,,,,
Gerrit Jansen,West,,,,,
Justus de Waal,West,,,,,
Isaac van Waesberge,West,,,,,
Aveline,West,,,,,
EH,West,,,,,
Ad. Baumann,West,,,,,
Rudolf Füssli (der Jüngste),West,,,,,
M. Fellmann,West,,,,,
B. Lenfring,West,,,,,
F. Wijkman,West,,,,,
Thomas Trotter,West,,,,,
Giovanni Paolo Cimerlini,West,,,,,
Edwin Hale Lincoln,West,,,,,
Karl Russ,West,,,,,
James Sayers,West,,,,,
D.van der Swaen,West,,,,,
Michiel Frans van der Voort,West,,,,,
Foto Atelier Frans Hals,West,,,,,
Johannes Tiberius Bodel Nijenhuis,West,,,,,
Jan Barend Elwe,West,,,,,
Mortimer L. Menpes,West,,,,,
Maarten Bos,West,,,,,
George Stebbing,West,,,,,
Monogrammist IFL,West,,,,,
H. Wouwermans,West,,,,,
Edouard Henri Théophile Pingret,West,,,,,
N. de Vries,West,,,,,
Francesco Piranesi,West,,,,,
Ryûsai Masazumi,West,,,,,
de la Rue,West,,,,,
Gerrit Jan Thieme,West,,,,,
Jan van der Veen (dichter),West,,,,,
Meester van 1515,West,,,,,
Le R.,West,,,,,
Monogrammist ADE,West,,,,,
J.J. van Pietersom,West,,,,,
Macrino d' Alba,West,,,,,
Johannes Smit & Zoon,West,,,,,
Sebastiaan Alphonse Van Besten,West,,,,,
H. Raket,West,,,,,
Meester van Hakendover,West,,,,,
Gerrit Tielenburg,West,,,,,
Paulus Anthonius Liernur,West,,,,,
Piercy Roberts,West,,,,,
Jacob Nijhoff,West,,,,,
De Lavieter & Co.,West,,,,,
Adam Meyer,West,,,,,
Jan Steen (van Alkmaar),West,,,,,
Jacob Gosschalk,West,,,,,
Th. Heemstede Obelt,West,,,,,
Karl Friedrich Schinkel,West,,,,,
Wim Schuhmacher,West,,,,,
Peter Paul Werner,West,,,,,
Jean Roëttiers,West,,,,,
Kasamatsu Shirô,West,,,,,
Frank Chauvassaignes,West,,,,,
Schick,West,,,,,
S. en J. de Jong,West,,,,,
François Robert Ingouf,West,,,,,
Alexandre-Gabriel Decamps,West,,,,,
C.H.F. Müller,West,,,,,
Monogrammist JFVDW,West,,,,,
Monogrammist MK (17e eeuw),West,,,,,
Monogrammist MVR,West,,,,,
Monogrammist WO,West,,,,,
Charles de Goesin-Disbecq,West,,,,,
J. P. Bronstring,West,,,,,
Hans Thoma,West,,,,,
Hans Jamnitzer,West,,,,,
Eugène Modeste Edmond Lepoittevin,West,,,,,
Anthonie Keun,West,,,,,
Gideon Quineau,West,,,,,
Monogrammist MH (prentmaker),West,,,,,
D.H. Buys,West,,,,,
Gabriel Bodenehr (I),West,,,,,
erven Hendrik van Munster & Zoon,West,,,,,
Eric Claus,West,,,,,
jonkheer Jan Hendrik van Kinsbergen,West,,,,,
Robert Demachy,West,,,,,
L. Arnaud,West,,,,,
Jose Maria Mora,West,,,,,
Juan Dolivar,West,,,,,
Heinrich Wirich,West,,,,,
Charles Meigh & Son,West,,,,,
C. de Bye,West,,,,,
Claes Rokesz,West,,,,,
Frederik Cornelis Rose,West,,,,,
François Deroy,West,,,,,
P. Condé,West,,,,,
Gerard Callenburgh,West,,,,,
Jan Marlois,West,,,,,
Schnitzler & Kirschbaum,West,,,,,
Taylor & Mander,West,,,,,
Wilkinson Ltd,West,,,,,
Jan Rieuwertsz. (I),West,,,,,
Jan Claesz ten Hoorn,West,,,,,
Jacobus Robijn,West,,,,,
Jan Ketting,West,,,,,
De Sphinx,West,,,,,
J. Peppelenbos,West,,,,,
Akatsuka Jitoku,West,,,,,
Y. Fouson,West,,,,,
Joshua Smith,West,,,,,
Anna ter Borch,West,,,,,
Barent Beeck,West,,,,,
Jan van der Heide,West,,,,,
Jean Baptiste Scotin (I),West,,,,,
Georg Andreas Böckler,West,,,,,
Johann Hinrich Fürst,West,,,,,
Josef Friedrich Leopold,West,,,,,
Mohammad Hatta,West,,,,,
Marcus Quern,West,,,,,
Christian Friedrich Boëtius,West,,,,,
Masayuki,West,,,,,
Jan Baptist Zangrius,West,,,,,
Adriaan Gerrit van Prooijen,West,,,,,
F.F.P. Bins,West,,,,,
Antonio Suntach,West,,,,,
Daniel Lerpinière,West,,,,,
Monogrammist IHM,West,,,,,
Rutger Schutte,West,,,,,
Associated Press Berliner Büro,West,,,,,
Vinkeles,West,,,,,
W. Lobrij,West,,,,,
Peter Henry Bosse,West,,,,,
Willem Coertse,West,,,,,
erven J.L. Nierstrasz.,West,,,,,
G. Jagemann,West,,,,,
Gilles Rousselet,West,,,,,
Willem Joost Lodewijk Spoor,West,,,,,
Thomas Cook,West,,,,,
Frederick H. Evans,West,,,,,
H. Dandoy,West,,,,,
Brandyn Ryser,West,,,,,
Christoffel Radijs,West,,,,,
Thomas Jan Walter,West,,,,,
Egbert van den Hoof,West,,,,,
Andreas Frisius,West,,,,,
Charles David,West,,,,,
W.A. Beeke,West,,,,,
Jullien,West,,,,,
The Great Western View Company,West,,,,,
Petrus Hofstede,West,,,,,
Pierre Alexandre Wille,West,,,,,
William Elmes,West,,,,,
Anton Reinhard Falck,West,,,,,
Monogrammist HD,West,,,,,
Monogrammist HSV,West,,,,,
Hermanus Johannes Abbring,West,,,,,
A. van Goor,West,,,,,
Bertha E. Jaques,West,,,,,
Arnoldus Brusse,West,,,,,
Jean Jacques Flipart,West,,,,,
Izaak Enschedé,West,,,,,
Joseph Charles Cogels,West,,,,,
Peter Isselburg,West,,,,,
Hippolyte Louis Garnier,West,,,,,
Ambrosius Schevenhuysen,West,,,,,
Adriaan Schregardus,West,,,,,
Johannes de Groot en Zoonen,West,,,,,
Jacob Bendien,West,,,,,
Ioan Godefridi,West,,,,,
Jean Dubrayet,West,,,,,
Pierre Luc Charles Cicéri,West,,,,,
Adrien Dauzats,West,,,,,
Pierre-Jules-César Janssen,West,,,,,
Gebrs. Van Rijkom,West,,,,,
Weenenk & Snel,West,,,,,
Fotobureau Stevens,West,,,,,
Paul Meurisse,West,,,,,
Ed. Radermacher,West,,,,,
Jean-Charles Delafosse,West,,,,,
Maria Catharina Prestel,West,,,,,
A. Héron,West,,,,,
Photographie Société Anonyme,West,,,,,
Van der Welle,West,,,,,
J. Breeman,West,,,,,
Firma Verschuur & Van der Voort,West,,,,,
Antoine Delacroix,West,,,,,
Pieter Burman,West,,,,,
Jacob Hendrik Onderdewijngaart Canzius,West,,,,,
Jacques Granthomme,West,,,,,
Max Klinger,West,,,,,
Monogrammist PCS,West,,,,,
Monogrammist TI,West,,,,,
François Anne David,West,,,,,
J. Brand,West,,,,,
Adriaan Pietersz. Loosjes,West,,,,,
Louis Pierre Baltard,West,,,,,
Maurits Cornelis van Hall,West,,,,,
Pierre Jean Boquet,West,,,,,
Hippolyte Bellangé,West,,,,,
Théodore Fort,West,,,,,
Jean Joseph Baléchou,West,,,,,
M. Byfield,West,,,,,
Monogrammist MF (Nederlanden),West,,,,,
Monogrammist NE,West,,,,,
Isaac Weissenbruch,West,,,,,
Jan Hanau,West,,,,,
Henri Bonnart,West,,,,,
Monogrammist LSA,West,,,,,
H.G. Does,West,,,,,
J. Page (uitgever),West,,,,,
Willem Carel Nakken,West,,,,,
Johann Lorenz Rugendas (II),West,,,,,
H. Palier & Zoon,West,,,,,
Louis-Adolphe Hervier,West,,,,,
P.A. Isaac,West,,,,,
Andrew P. Hill,West,,,,,
Cornelis Lieste,West,,,,,
Nicolaas Listingh,West,,,,,
H.M. van Dorp & Co.,West,,,,,
Canadian Army Overseas Photo/ Holland,West,,,,,
Eugène Bejot,West,,,,,
Jacques Chits,West,,,,,
L.H. Serré,West,,,,,
J.C. Kuijper,West,,,,,
J.H. Anderson,West,,,,,
Heinrich Wilhelm Wollrabe,West,,,,,
P.W. Roemer,West,,,,,
M. J. V. Duval de Mercourt,West,,,,,
William Strang,West,,,,,
Monogrammist CM (Nederland),West,,,,,
J. Frémolle,West,,,,,
Bock,West,,,,,
Lodewijk Johannes Kleijn,West,,,,,
F. Green,West,,,,,
J. Ebel,West,,,,,
Prevost,West,,,,,
Adrien Canelle,West,,,,,
D. van Alphen,West,,,,,
Jakob Stahl,West,,,,,
Edmund Evans,West,,,,,
Watanabe Kazan,West,,,,,
Kanko,West,,,,,
L.F. Labrousse,West,,,,,
P.C.L. van Staden,West,,,,,
Erve de Wed. H. Rynders,West,,,,,
Jules Dupré,West,,,,,
Caran d' Ache,West,,,,,
Charles Marie Bouton,West,,,,,
Monogrammist .O.O.V.I.VEN,West,,,,,
Johan Hendrik van Mastenbroek,West,,,,,
J. van Bonga,West,,,,,
Ernst Karl Gottlieb Thelott,West,,,,,
Martinus Harting,West,,,,,
Clifford Addams,West,,,,,
British Official Photograph/ War Office Photograph,West,,,,,
C. Breitbarth,West,,,,,
Joseph Paquin,West,,,,,
J.D. van Herwaarden,West,,,,,
Floris Verster,West,,,,,
Tallois,West,,,,,
Gatine,West,,,,,
Nijgh & Zoon,West,,,,,
Brouwer & Co,West,,,,,
William Brown,West,,,,,
Jan van Hoepen,West,,,,,
C.W. Immink,West,,,,,
HENO,West,,,,,
J. Duché,West,,,,,
Prinz Ruprecht,West,,,,,
Jacobus Pelgrom,West,,,,,
Grillet jeune,West,,,,,
Charles Emmanuel Serret,West,,,,,
H. de Hoogh & Co,West,,,,,
F. Taupel,West,,,,,
A. Rossi,West,,,,,
Philip Sadée,West,,,,,
Schwartze,West,,,,,
Abraham Henriques de Souza,West,,,,,
Gerardina Jacoba van de Sande Bakhuyzen,West,,,,,
Arie M. A. Susan & Co,West,,,,,
Yukio Tagaki,West,,,,,
Topical Press,West,,,,,
Soublette & Zn.,West,,,,,
Benham Company,West,,,,,
Curteich,West,,,,,
Wilhelm Wildt,West,,,,,
H. Willemse,West,,,,,
Hendrik van den Helm,West,,,,,
Hendrik Jan Heerenbrood,West,,,,,
Michel Charles Antoine Verswyvel,West,,,,,
Ducarme,West,,,,,
Monogrammist C.V.D.B.,West,,,,,
Johann Nepomuk Passini,West,,,,,
Johann Christian Gottfried Fritzsch,West,,,,,
Ehrlich,West,,,,,
weduwe H.J. de Roode & Zn,West,,,,,
Hendrik Greeven,West,,,,,
L.J.C. Boucher,West,,,,,
George Andries Roth,West,,,,,
Mécou,West,,,,,
Raphael Peters,West,,,,,
Louis Crépy,West,,,,,
Speaight Ltd.,West,,,,,
Cornelis Philippus Groebel (Jr.),West,,,,,
Adolphe François Pannemaker,West,,,,,
Ad Ligny,West,,,,,
A.R.P.S. Ziegler,West,,,,,
Robert Williams,West,,,,,
Nicolas de Larmessin,West,,,,,
London and Continental Photographic Copying Company,West,,,,,
Willem Schults,West,,,,,
Albert Besnard,West,,,,,
Fabio Berardi,West,,,,,
Niccolò Nelli,West,,,,,
Shinsai Kiyooki,West,,,,,
Kawabata Gyokusho,West,,,,,
Algemeen Hollands Fotopersbureau,West,,,,,
Tsutsui Toshimine,West,,,,,
Kuniteru,West,,,,,
Tanomura Chokunyû,West,,,,,
Hermann Heid,West,,,,,
Satnislv Ostrorog Walery,West,,,,,
Erich Wichmann,West,,,,,
Jan Zürcher,West,,,,,
Monogrammist B (prentmaker),West,,,,,
Jan Rinke,West,,,,,
Shunsai Toshimasa,West,,,,,
Jacobus Frederik Sterre de Jong,West,,,,,
Braun & Clement et Cie.,West,,,,,
Durand,West,,,,,
Alophe Succr.,West,,,,,
F. Mat.,West,,,,,
Amalric,West,,,,,
Pierre Koekkoek,West,,,,,
G.C. Kooyker,West,,,,,
J.C. van der List,West,,,,,
Okumura Kajo,West,,,,,
Jan Hendrik Maschaupt,West,,,,,
Marc Marie Georges Mouclier,West,,,,,
Johannes Carolus van der Meer Mohr,West,,,,,
MacInnes (Edward?),West,,,,,
ME,West,,,,,
Bernhard Mannfeld,West,,,,,
N.V. Centraal Nederlandsch Foto Persbureau,West,,,,,
Alex Möhlen,West,,,,,
Charles Massé,West,,,,,
Alexis Nicolas Noël,West,,,,,
Pierre Imbert Drevet,West,,,,,
Andrea Oppiani,West,,,,,
Francesco Pozzi,West,,,,,
P & S (fotograaf),West,,,,,
Th.F. v.d. Pol,West,,,,,
Ian Jacob Pieters,West,,,,,
Otto Petermann,West,,,,,
Pierre-Fiacre Perdoux,West,,,,,
Provincie Gelderland,West,,,,,
Gerrit van der Veen,West,,,,,
Pierre Antoine Augustin Vafflard,West,,,,,
W.T. Uhlenhuth,West,,,,,
Eduard Weber,West,,,,,
Backofen,West,,,,,
Johann Gottfried Seutter,West,,,,,
Jean Pelletier,West,,,,,
Charles Fichot,West,,,,,
Furuya Kôrin,West,,,,,
Frederik Willhelm Schöttelndreier,West,,,,,
Charles Laborde,West,,,,,
Asai Chû,West,,,,,
Pietro del Po,West,,,,,
Pierre François Eugène Giraud,West,,,,,
Gustave François Morin,West,,,,,
Käthe Kollwitz,West,,,,,
Mathäus Küsel,West,,,,,
Élisabeth Lépicié,West,,,,,
Jacobs-Brosens,West,,,,,
Georg Balthasar Probst,West,,,,,
G. Bom,West,,,,,
Frederik Christiaan Fuchs,West,,,,,
Charles Pinot,West,,,,,
Bertall,West,,,,,
Langlumé,West,,,,,
British Official Photograph,West,,,,,
Hirsch,West,,,,,
Joseph Schubert,West,,,,,
Carel Frederik Curtenius Bentinck,West,,,,,
Monogrammist CAE,West,,,,,
Monogrammist BC,West,,,,,
Esnault,West,,,,,
Morin,West,,,,,
Goudstikker & fils,West,,,,,
Menetrier,West,,,,,
Ludwik Strimpl,West,,,,,
Bertaux,West,,,,,
Héloïse Leloir-Colin,West,,,,,
C. Fasoli et Ohlman,West,,,,,
Engelmann,West,,,,,
Destouches,West,,,,,
Charles Vernier,West,,,,,
Louis Chantal,West,,,,,
Kamei Tôbei,West,,,,,
Yamagishi Kazue,West,,,,,
Azechi Umetarô,West,,,,,
Alphonse Osbert,West,,,,,
Pierre Guillaume Metzmacher,West,,,,,
Edmund Joseph Sullivan,West,,,,,
Charles Pye,West,,,,,
Ferdinand Roybet,West,,,,,
Christian Rugendas,West,,,,,
Lik Sun Bros,West,,,,,
Lloyd,West,,,,,
Louise Lintz,West,,,,,
J.C. Kerkhoven,West,,,,,
Narcisse Lecomte,West,,,,,
W. Koolstra,West,,,,,
De Rooij's,West,,,,,
H.F. Soeterik,West,,,,,
Matthew Darly,West,,,,,
André Symphorien Barreau Taurel,West,,,,,
Johannes Christiaan Karel Klinkenberg,West,,,,,
Gustav Eilers,West,,,,,
G. von Ballerstedt,West,,,,,
François Octavien,West,,,,,
G. Korfmacher,West,,,,,
Max Cosman,West,,,,,
Jules Gabriel Levasseur,West,,,,,
Alexandre Yevgenievich Jacovleff,West,,,,,
Alphonse L.E. Mosselman,West,,,,,
Alinari,West,,,,,
Joseph Cundall,West,,,,,
Lewis M. Rutherford,West,,,,,
Alfred Brothers,West,,,,,
Chandler Seaver Jr,West,,,,,
Edmé Bouchardon,West,,,,,
Sigmund Freudenberger,West,,,,,
Simon Julien,West,,,,,
Philippe Jacques de Loutherbourg (II),West,,,,,
E. Bertrand (of F.),West,,,,,
Louis Rolland Trinquesse,West,,,,,
Jean-Baptiste Van Eycken (1800-1861),West,,,,,
Antonie Sminck Pitloo,West,,,,,
Jacob Campo Weyerman,West,,,,,
Timotheus de Graef,West,,,,,
Girolamo da Treviso (il Vecchio),West,,,,,
Pieter des Ruelles,West,,,,,
Aert van den Bossche,West,,,,,
Gabrielle Chanel,West,,,,,
J.A. Tognacca & F. Cossa,West,,,,,
Philippe Wolfers,West,,,,,
Carl Christian Fjerdingstad,West,,,,,
Hans Troschel,West,,,,,
Alexander Baert,West,,,,,
Marcellus Laroon (II),West,,,,,
Edward Lear,West,,,,,
Antoinetta Francisca Helena Mulder,West,,,,,
Richard Brookshaw,West,,,,,
Jacob van der Smissen,West,,,,,
C. van der Hand,West,,,,,
Hans Weiditz (II),West,,,,,
Anton Kern,West,,,,,
Jacob Philipp Hackert,West,,,,,
Willem Andries Bogers,West,,,,,
Christoph Melchior,West,,,,,
Michel Molard,West,,,,,
Isono Bunsai,West,,,,,
Kawamura Bunpo,West,,,,,
Salvatore Castiglione,West,,,,,
Giovanni Battista Crespi,West,,,,,
Jan Joost van Cossiau,West,,,,,
Balthasar Gerbier,West,,,,,
Lorenzo Nelli,West,,,,,
Juan de Vingles,West,,,,,
Monogrammist CR (19e eeuw),West,,,,,
Willem Jacob Herreyns,West,,,,,
Michiel D.van Limborch,West,,,,,
J. Paon,West,,,,,
Roelof van Cuylenburch,West,,,,,
Adriaan Waterloos,West,,,,,
Isaac Anne Nijhoff en Zn,West,,,,,
Gooitie Cornelis,West,,,,,
A. Fortuin,West,,,,,
Rudolf Wyssenbach,West,,,,,
Fa. A.D. Verschuur,West,,,,,
Rombout van den Houte,West,,,,,
A. Davanne & M. Aleo,West,,,,,
K. van Vliet Wzn.,West,,,,,
F & Co.,West,,,,,
M. Gauci,West,,,,,
Wilhelm Adrian Netscher,West,,,,,
T. Desmares,West,,,,,
Ishizaki Yushi,West,,,,,
A. Lepelaar,West,,,,,
A. Fortier,West,,,,,
Marie Alexandre Alophe,West,,,,,
Bassano,West,,,,,
C.H. Jacobi,West,,,,,
JM,West,,,,,
SP,West,,,,,
Jacob Hilsdorf,West,,,,,
L.F.,West,,,,,
Panhard Frères,West,,,,,
Ross & Thomson,West,,,,,
Louise Wilhelmina van der Meulen-Nulle,West,,,,,
Abraham de Ridder,West,,,,,
Adriaan Boelens,West,,,,,
François de Richemont,West,,,,,
Andries Melort,West,,,,,
J. Tourtin,West,,,,,
Jacobus van Koningsveld,West,,,,,
Julia Margaret Cameron,West,,,,,
William Bembridge,West,,,,,
George N. Barnard,West,,,,,
Fontaine,West,,,,,
Robert Burrows,West,,,,,
Carleton Emmons Watkins,West,,,,,
E. Harrison,West,,,,,
Maria Christina Coppoolse,West,,,,,
Jacobus Scheltus (I),West,,,,,
G. Frijling,West,,,,,
Pieter Persoy,West,,,,,
J. Dufour,West,,,,,
Giuseppe Vasi,West,,,,,
Peter Wasa Apelberg,West,,,,,
I. Christiani,West,,,,,
Meincke en Pieter Meijer,West,,,,,
Hijd van den Horn,West,,,,,
Bert Nienhuis (I),West,,,,,
S. Bakker Jz.,West,,,,,
Stoomdrukkerij De Industrie,West,,,,,
F. Dirckx,West,,,,,
W.F.A. Delboy,West,,,,,
Monogrammist IAR of IAP,West,,,,,
Hans Ulrich Frank,West,,,,,
Hans Krieg,West,,,,,
Jacob van der Borcht (II),West,,,,,
Cantius Dillis,West,,,,,
Emile Pecarrère,West,,,,,
P.L. Gaillard,West,,,,,
Charles Piat,West,,,,,
Hendrick Jansz,West,,,,,
J. Labberton,West,,,,,
Jacob Hendrik Stellingwerff,West,,,,,
Johannes d' Hoy,West,,,,,
Pieter de Keen,West,,,,,
Jonas Bagelaer,West,,,,,
Nicolaas Swalue,West,,,,,
Lourens van Hassel,West,,,,,
Hendrik Swierinck,West,,,,,
Jacob Groeneweg,West,,,,,
François Louis Thomas Francia,West,,,,,
Jacob van der Borcht (I),West,,,,,
mevrouw Stapelveld,West,,,,,
Braquenié Frères,West,,,,,
Giovanni Mannozzi,West,,,,,
Sinibaldo Scorza,West,,,,,
Giovanni Segala,West,,,,,
Pietro Sorri,West,,,,,
Meester van Flémalle,West,,,,,
Meester van de Hortulus Animae,West,,,,,
Hugo van der Goes,West,,,,,
Jan de Beer,West,,,,,
Simon Bening,West,,,,,
Jan Bloem,West,,,,,
Mayfair,West,,,,,
Angeluccio,West,,,,,
Gian Antonio Burrini,West,,,,,
Valerio Castello,West,,,,,
Bartolomeo Cesi,West,,,,,
Domenico Feti,West,,,,,
Domenico Fiasella,West,,,,,
Marco Antonio Franceschini,West,,,,,
Benedetto Gennari,West,,,,,
Cesare Gennari,West,,,,,
Alonso Cano,West,,,,,
Jacobus Verheyde (I),West,,,,,
Jerome Derbais,West,,,,,
Hans Klocker,West,,,,,
Mathes Gebel,West,,,,,
Bernard Strauss,West,,,,,
Johann Heinrich von Dannecker,West,,,,,
